customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Daily
0274-JKUJR,False,Male,0,True,True,7,False,No phone service,DSL,True,True,True,False,True,True,Month-to-month,False,Mailed check,58.85,465.7,1.9616666666666667
0274-VVQOQ,,Male,1,True,False,65,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),103.15,6792.45,3.4383333333333335
0277-BKSQP,False,Male,0,True,True,8,True,False,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,54.4,475.1,1.8133333333333332
0277-ORXQS,False,Male,0,True,True,66,False,No phone service,DSL,False,False,False,True,True,True,Two year,False,Bank transfer (automatic),50.55,3364.55,1.6849999999999998
0278-YXOOG,True,Male,0,False,False,5,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,21.05,113.85,0.7016666666666667
0280-XJGEX,True,Male,0,False,False,49,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),103.7,5036.3,3.4566666666666666
0281-CNTZX,False,Male,0,True,False,63,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.95,1234.8,0.6649999999999999
0282-NVSJS,False,Female,1,True,True,12,False,No phone service,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,29.3,355.9,0.9766666666666667
0285-INHLN,False,Male,0,True,True,27,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Credit card (automatic),54.75,1510.3,1.825
0289-IVARM,False,Female,0,False,False,35,True,False,DSL,True,True,True,False,False,False,Month-to-month,False,Electronic check,60.55,1982.6,2.018333333333333
0292-WEGCH,False,Female,0,True,True,54,True,True,DSL,False,True,True,True,True,True,Month-to-month,True,Electronic check,86.2,4524.05,2.8733333333333335
0295-PPHDO,True,Male,0,False,False,1,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.45,95.45,3.1816666666666666
0295-QVKPB,False,Male,0,False,False,5,True,False,DSL,False,False,True,True,True,False,Month-to-month,True,Credit card (automatic),63.95,318.1,2.131666666666667
0297-RBCSG,False,Male,0,False,False,19,True,False,DSL,False,True,False,True,False,True,One year,True,Bank transfer (automatic),65.35,1231.85,2.1783333333333332
0298-XACET,False,Male,0,True,True,52,False,No phone service,DSL,False,True,True,True,True,False,Two year,False,Mailed check,50.2,2554.0,1.6733333333333333
0301-FIDRB,False,Female,0,True,True,72,False,No phone service,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),63.8,4684.3,2.1266666666666665
0301-KOBTQ,False,Male,0,False,False,32,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.05,614.45,0.6683333333333333
0302-JOIVN,True,Female,0,True,False,8,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,101.15,842.9,3.371666666666667
0303-UNCIP,False,Male,0,False,False,41,True,True,DSL,False,False,True,False,False,True,One year,False,Mailed check,65.0,2531.8,2.1666666666666665
0303-WMMRN,False,Male,0,False,False,5,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.25,86.05,0.6416666666666667
0305-SQECB,False,Female,0,False,True,11,False,No phone service,DSL,True,False,False,True,False,False,One year,True,Mailed check,36.05,402.6,1.2016666666666667
0306-JAELE,True,Male,0,False,False,5,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,96.1,453.4,3.203333333333333
0307-BCOPK,False,Female,0,False,False,16,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.05,326.65,0.635
0308-GIQJT,False,Male,1,False,False,71,True,True,Fiber optic,False,True,False,True,True,True,One year,False,Bank transfer (automatic),105.75,7382.85,3.525
0308-IVGOK,False,Female,0,False,False,11,False,No phone service,DSL,False,True,True,True,False,False,One year,True,Credit card (automatic),40.4,422.6,1.3466666666666667
0310-MVLET,True,Female,0,True,True,61,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,99.15,6010.05,3.305
0310-SUCIN,False,Female,0,True,False,71,True,False,DSL,True,True,True,True,True,True,One year,True,Bank transfer (automatic),84.8,6046.1,2.8266666666666667
0310-VQXAM,False,Male,0,False,False,9,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,178.8,0.6616666666666667
0311-QYWSS,False,Female,0,False,False,6,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,49.45,314.6,1.6483333333333334
0311-UNPFF,True,Female,0,False,False,26,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),88.8,2274.35,2.96
0314-TKOSI,False,Female,0,False,False,6,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Mailed check,55.15,322.9,1.8383333333333334
0315-LVCRK,False,Male,0,False,False,11,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Electronic check,84.8,888.75,2.8266666666666667
0318-QUUOB,True,Male,0,True,False,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.55,80.55,2.685
0318-ZOPWS,False,Female,0,True,False,49,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.15,973.35,0.6716666666666666
0319-QZTCO,False,Female,0,True,True,3,True,False,DSL,False,True,False,False,True,False,Month-to-month,True,Credit card (automatic),58.7,168.6,1.9566666666666668
0320-DWVTU,False,Female,0,False,False,53,True,False,Fiber optic,True,True,True,True,False,True,Two year,False,Mailed check,99.5,5424.25,3.316666666666667
0320-JDNQG,True,Male,0,True,True,23,True,False,Fiber optic,True,False,False,True,True,True,Month-to-month,True,Electronic check,99.85,2331.3,3.328333333333333
0322-CHQRU,True,Male,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.35,89.5,1.5116666666666667
0322-YINQP,True,Male,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Mailed check,48.55,48.55,1.6183333333333332
0323-XWWTN,False,Male,0,False,True,3,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,26.4,121.25,0.88
0324-BRPCJ,True,Female,1,True,False,68,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.2,6851.65,3.3400000000000003
0325-XBFAC,True,Male,0,False,False,8,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,94.7,740.3,3.1566666666666667
0326-VDYXE,False,Female,0,True,False,70,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,97.65,6982.5,3.2550000000000003
0327-WFZSY,False,Male,0,True,True,39,True,True,Fiber optic,False,False,True,False,True,True,One year,False,Electronic check,100.0,3835.55,3.3333333333333335
0328-GRPMV,True,Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.1,70.1,2.3366666666666664
0328-IBUPK,,Female,0,True,True,51,False,No phone service,DSL,True,False,False,True,False,False,Two year,False,Bank transfer (automatic),34.2,1782.0,1.1400000000000001
0329-GTIAJ,True,Female,0,False,False,3,True,False,Fiber optic,False,True,False,True,True,True,Month-to-month,True,Electronic check,97.9,315.3,3.2633333333333336
0330-BGYZE,False,Male,0,True,False,60,True,True,Fiber optic,False,True,True,False,True,True,One year,False,Bank transfer (automatic),102.5,6157.6,3.4166666666666665
0330-IVZHA,True,Female,0,True,False,5,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.95,330.15,2.3316666666666666
0334-GDDSO,True,Male,1,False,False,3,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,81.35,233.7,2.7116666666666664
0334-ZFJSR,False,Female,0,True,False,55,True,True,DSL,True,True,False,True,False,False,One year,True,Credit card (automatic),66.05,3462.1,2.2016666666666667
0336-KXKFK,False,Male,0,False,False,72,False,No phone service,DSL,True,False,True,True,True,True,Two year,True,Credit card (automatic),61.2,4390.25,2.04
0336-PIKEI,False,Male,1,True,False,72,True,False,DSL,True,True,True,True,True,False,Two year,False,Bank transfer (automatic),74.4,5360.75,2.48
0337-CNPZE,True,Female,0,False,False,41,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,106.3,4443.45,3.5433333333333334
0343-QLUZP,False,Male,0,False,False,60,False,No phone service,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),39.6,2424.5,1.32
0345-HKJVM,True,Female,0,False,False,6,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,89.3,577.6,2.9766666666666666
0345-XMMUG,False,Female,0,True,False,46,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Credit card (automatic),108.9,4854.3,3.6300000000000003
0347-UBKUZ,False,Female,0,False,False,15,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,320.45,0.6633333333333333
0348-SDKOL,True,Female,0,True,False,58,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Credit card (automatic),102.1,5885.4,3.4033333333333333
0354-VXMJC,False,Male,0,True,True,23,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.6,426.65,0.6533333333333334
0354-WYROK,True,Female,1,True,True,31,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,98.9,2911.3,3.296666666666667
0356-ERHVT,False,Male,0,True,False,11,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),45.9,521.9,1.53
0356-OBMAC,False,Female,1,False,False,56,True,True,Fiber optic,False,True,True,True,True,False,Two year,True,Bank transfer (automatic),99.9,5706.3,3.33
0357-NVCRI,False,Female,0,False,True,25,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.05,471.7,0.6683333333333333
0361-HJRDX,False,Female,0,False,False,68,False,No phone service,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),64.35,4539.6,2.145
0362-RAOQO,False,Female,0,False,False,40,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,830.25,0.6549999999999999
0362-ZBZWJ,True,Male,0,False,False,36,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,84.9,3067.2,2.83
0363-QJVFX,True,Male,0,False,False,32,True,True,Fiber optic,True,True,False,True,True,True,Month-to-month,True,Credit card (automatic),108.15,3432.9,3.605
0363-SVHYR,False,Male,0,True,True,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),86.85,6263.8,2.895
0365-BZUWY,False,Male,0,True,False,17,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,102.55,1742.5,3.4183333333333334
0365-GXEZS,False,Male,0,True,False,18,True,False,Fiber optic,False,False,True,True,False,False,Month-to-month,False,Electronic check,78.2,1468.75,2.606666666666667
0365-TRTPY,False,Female,0,False,False,37,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),91.2,3382.3,3.04
0366-NQSHS,False,Male,0,False,False,2,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.35,46.35,0.645
0369-ZGOVK,False,Female,0,True,True,28,True,False,Fiber optic,False,False,False,False,False,False,One year,True,Bank transfer (automatic),70.4,1992.2,2.3466666666666667
0373-AIVNJ,False,Male,0,False,False,9,False,No phone service,DSL,True,True,True,False,False,False,One year,False,Mailed check,39.55,373.0,1.3183333333333331
0374-AACSZ,False,Female,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Electronic check,50.15,50.15,1.6716666666666666
0374-FIUCA,False,Male,0,True,False,65,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),20.4,1414.45,0.6799999999999999
0374-IOEGQ,False,Female,0,False,False,3,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.6,122.7,1.4866666666666668
0375-HVGXO,True,Female,0,False,False,1,False,No phone service,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,34.7,34.7,1.1566666666666667
0376-OIWME,False,Male,0,True,False,36,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,93.6,3366.05,3.1199999999999997
0376-YMCJC,True,Male,0,False,False,23,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,True,Electronic check,90.6,1943.2,3.02
0377-JBKKT,False,Male,0,True,True,22,True,False,DSL,True,True,False,True,False,False,Month-to-month,True,Mailed check,57.95,1271.8,1.9316666666666669
0378-CJKPV,False,Female,0,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Credit card (automatic),112.1,7965.95,3.7366666666666664
0378-NHQXU,True,Female,0,True,True,17,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,False,Electronic check,88.25,1460.65,2.941666666666667
0378-TOVMS,True,Female,0,False,False,3,True,False,Fiber optic,False,False,False,True,False,True,Month-to-month,False,Electronic check,85.8,272.2,2.86
